timestamp,demand_mw,temperature_2m,relative_humidity_2m,wind_speed_10m,surface_pressure,dew_point,apparent_temperature,precipitation,temperature,humidity,wind_speed,hour,day_of_week,day_of_month,month,is_weekend,season,lag_1h,lag_2h,lag_3h,lag_24h,lag_48h,lag_168h,rolling_mean_3h,rolling_mean_6h,rolling_mean_24h,rolling_max_24h,temperature_squared,temperature_x_hour,temperature_x_weekend
2021-01-08 11:00:00,3895.840833333333,13.8,86.0,0.0,1017.4,11.45,16.3,0.0,13.8,86.0,0.0,11,4,8,1,0,1,3774.1408333333334,3509.924166666666,3375.0633333333335,5865.7925,3097.7183333333337,4917.805833333333,3553.042777777778,3532.4002777777773,5138.602100694444,6931.350833333333,190.44000000000003,151.8,0.0
2021-01-08 12:00:00,4012.504166666667,14.8,80.0,2.7000000000000006,1016.9,11.4,17.3,0.0,14.8,80.0,2.7000000000000006,12,4,8,1,0,1,3895.840833333333,3774.1408333333334,3509.924166666666,6155.305833333333,3229.540833333333,4705.678333333333,3726.635277777778,3562.9720833333336,5056.52078125,6931.350833333333,219.04000000000002,177.60000000000002,0.0
2021-01-08 13:00:00,3983.638333333334,15.0,82.0,6.5,1015.5,12.0,17.9,0.0,15.0,82.0,6.5,13,4,8,1,0,1,4012.504166666667,3895.840833333333,3774.1408333333334,6348.883333333334,3148.0925,4153.37,3894.1619444444445,3656.533472222222,4967.237378472222,6931.350833333333,225.0,195.0,0.0
2021-01-08 14:00:00,4110.0633333333335,15.0,82.5,8.5,1015.25,12.05,18.7,0.0,15.0,82.5,8.5,14,4,8,1,0,1,3983.638333333334,4012.504166666667,3895.840833333333,6783.625,3203.8766666666666,3808.1875,3963.994444444445,3758.5186111111107,4868.685503472222,6931.350833333333,225.0,210.0,0.0
2021-01-08 15:00:00,4150.545,15.0,82.5,7.400000000000001,1014.75,12.05,18.7,0.0,15.0,82.5,7.400000000000001,15,4,8,1,0,1,4110.0633333333335,3983.638333333334,4012.504166666667,6931.350833333333,3285.6625,3529.0008333333335,4035.4019444444452,3881.018611111111,4757.287100694444,6931.350833333333,225.0,225.0,0.0
2021-01-08 16:00:00,4114.676666666666,15.0,85.0,5.400000000000001,1014.0,12.5,18.4,0.0,15.0,85.0,5.400000000000001,16,4,8,1,0,1,4150.545,4110.0633333333335,3983.638333333334,6774.8966666666665,3273.068333333333,3411.223333333334,4081.415555555556,3987.7887499999997,4641.420190972222,6774.8966666666665,225.0,240.0,0.0
2021-01-08 17:00:00,4090.523333333333,14.9,88.5,7.400000000000001,1014.45,13.0,15.1,0.0,14.9,88.5,7.400000000000001,17,4,8,1,0,1,4114.676666666666,4150.545,4110.0633333333335,6287.470833333333,3202.2875,3521.1124999999997,4125.095,4044.5447222222224,4530.577690972223,6723.608333333334,222.01000000000002,253.3,0.0
2021-01-08 18:00:00,4054.22,14.9,88.5,7.400000000000001,1014.45,13.0,14.5,0.0,14.9,88.5,7.400000000000001,18,4,8,1,0,1,4090.523333333333,4114.676666666666,4150.545,5708.605,3082.4249999999997,3650.6175,4118.581666666667,4076.9918055555554,4439.038211805556,6723.608333333334,222.01000000000002,268.2,0.0
2021-01-08 19:00:00,4154.2891666666665,15.0,88.0,5.400000000000001,1014.0,13.0,13.6,0.0,15.0,88.0,5.400000000000001,19,4,8,1,0,1,4054.22,4090.523333333333,4114.676666666666,5516.370833333333,3134.789166666667,3520.146666666667,4086.473333333334,4083.944444444445,4370.105503472222,6723.608333333334,225.0,285.0,0.0
2021-01-08 20:00:00,4263.1466666666665,14.3,92.0,6.5,1014.95,13.0,13.2,0.0,14.3,92.0,6.5,20,4,8,1,0,1,4154.2891666666665,4054.22,4090.523333333333,5754.685833333333,3298.945833333333,3327.0625,4099.677500000001,4112.3862500000005,4313.352100694444,6723.608333333334,204.49,286.0,0.0
2021-01-08 21:00:00,4395.968333333333,13.8,95.0,7.599999999999999,1015.95,13.0,12.6,0.0,13.8,95.0,7.599999999999999,21,4,8,1,0,1,4263.1466666666665,4154.2891666666665,4054.22,6253.017500000001,3514.1808333333333,3147.3133333333335,4157.218611111111,4137.900138888889,4251.204635416666,6723.608333333334,190.44000000000003,289.8,0.0
2021-01-08 22:00:00,4568.1866666666665,13.0,94.0,7.3,1016.0,12.05,12.2,0.0,13.0,94.0,7.3,22,4,8,1,0,1,4395.968333333333,4263.1466666666665,4154.2891666666665,6723.608333333334,3849.590833333333,2813.8333333333335,4271.134722222222,4178.804027777777,4173.827586805555,6723.608333333334,169.0,286.0,0.0
2021-01-08 23:00:00,4639.665454545455,12.272727272727272,93.54545454545456,6.2727272727272725,1016.3636363636364,11.28181818181818,11.8,0.0,12.272727272727272,93.54545454545456,6.2727272727272725,23,4,8,1,0,1,4568.1866666666665,4395.968333333333,4263.1466666666665,5710.732916666667,4012.363333333333,2346.1575,4409.100555555556,4254.389027777778,4084.018350694445,5710.732916666667,150.61983471074376,282.27272727272725,0.0
2021-01-09 00:00:00,4171.203333333334,12.3,93.5,5.400000000000001,1016.4,11.3,11.2,0.0,12.3,93.5,5.400000000000001,0,5,9,1,1,1,4639.665454545455,4568.1866666666665,4395.968333333333,4697.8575,6557.406666666667,1835.965,4534.606818181818,4345.912714646464,4039.390539772727,4697.8575,151.29000000000002,0.0,12.3
2021-01-09 01:00:00,3942.8625,12.0,94.0,5.400000000000001,1015.5,11.1,10.8,0.0,12.0,94.0,5.400000000000001,1,5,9,1,1,1,4171.203333333334,4639.665454545455,4568.1866666666665,4430.386666666666,6331.355833333334,1631.4483333333335,4459.685151515152,4365.409936868687,4017.446616161616,4639.665454545455,144.0,12.0,12.0
2021-01-09 02:00:00,3758.1108333333336,12.1,93.5,6.5,1015.8,11.1,10.7,0.0,12.1,93.5,6.5,2,5,9,1,1,1,3942.8625,4171.203333333334,4639.665454545455,4238.806666666666,6075.7575,1542.0225,4251.243762626263,4330.172159090909,3997.1331092171718,4639.665454545455,146.41,24.2,12.1
2021-01-09 03:00:00,3596.4475,12.1,93.5,7.599999999999999,1015.8,11.1,10.5,0.0,12.1,93.5,7.599999999999999,3,5,9,1,1,1,3758.1108333333336,3942.8625,4171.203333333334,4055.9658333333336,5798.06,1512.4166666666667,3957.3922222222227,4245.99952020202,3977.1041161616163,4639.665454545455,146.41,36.3,12.1
2021-01-09 04:00:00,3496.8891666666664,12.0,94.0,6.5,1015.0,11.1,10.1,0.0,12.0,94.0,6.5,4,5,9,1,1,1,3596.4475,3758.1108333333336,3942.8625,3894.6866666666665,5545.454166666666,1597.96,3765.806944444445,4112.746047979798,3957.957518939394,4639.665454545455,144.0,48.0,12.0
2021-01-09 05:00:00,3461.0483333333336,12.1,94.5,5.400000000000001,1015.5,11.25,10.2,0.0,12.1,94.5,5.400000000000001,5,5,9,1,1,1,3496.8891666666664,3596.4475,3758.1108333333336,3712.41,5190.123333333334,1911.8516666666667,3617.1491666666675,3934.1964646464644,3941.382623106061,4639.665454545455,146.41,60.5,12.1
2021-01-09 06:00:00,3442.911666666667,11.6,94.5,5.400000000000001,1015.5,10.75,9.8,0.0,11.6,94.5,5.400000000000001,6,5,9,1,1,1,3461.0483333333336,3496.8891666666664,3596.4475,3451.1358333333337,4831.1725,2613.3308333333334,3518.1283333333336,3737.760277777778,3930.909220328283,4639.665454545455,134.56,69.6,11.6
2021-01-09 07:00:00,3428.3266666666664,11.0,97.0,5.400000000000001,1015.5,10.55,9.8,0.0,11.0,97.0,5.400000000000001,7,5,9,1,1,1,3442.911666666667,3461.0483333333336,3496.8891666666664,3371.7275000000004,4608.984166666666,3489.685833333333,3466.949722222222,3616.3783333333336,3930.5665467171716,4639.665454545455,121.0,77.0,11.0
2021-01-09 08:00:00,3473.730833333333,11.6,97.5,6.5,1016.75,11.2,10.6,0.0,11.6,97.5,6.5,8,5,9,1,1,1,3428.3266666666664,3442.911666666667,3461.0483333333336,3375.0633333333335,4563.969166666667,4051.7941666666666,3444.0955555555556,3530.6223611111113,3932.924845328283,4639.665454545455,134.56,92.8,11.6
2021-01-09 09:00:00,3636.210833333333,13.1,94.5,8.5,1017.25,12.2,12.3,0.0,13.1,94.5,8.5,9,5,9,1,1,1,3473.730833333333,3428.3266666666664,3442.911666666667,3509.924166666666,4988.3966666666665,4282.6483333333335,3448.323055555555,3483.225694444445,3937.0359911616165,4639.665454545455,171.60999999999999,117.89999999999999,13.1
2021-01-09 10:00:00,3844.054166666667,14.5,94.0,9.4,1017.0,13.5,14.3,0.0,14.5,94.0,9.4,10,5,9,1,1,1,3636.210833333333,3473.730833333333,3428.3266666666664,3774.1408333333334,5507.31,4323.821666666667,3512.7561111111113,3489.8529166666667,3942.297935606061,4639.665454545455,210.25,145.0,14.5
2021-01-09 11:00:00,3925.525,15.9,87.5,9.4,1017.15,13.75,16.0,0.0,15.9,87.5,9.4,11,5,9,1,1,1,3844.054166666667,3636.210833333333,3473.730833333333,3895.840833333333,5865.7925,4140.335,3651.3319444444446,3547.7137499999994,3945.2109911616167,4639.665454545455,252.81,174.9,15.9
2021-01-09 12:00:00,3980.085833333333,16.900000000000002,87.5,9.4,1016.15,14.75,17.6,0.0,16.900000000000002,87.5,9.4,12,5,9,1,1,1,3925.525,3844.054166666667,3636.210833333333,4012.504166666667,6155.305833333333,3860.398333333333,3801.9300000000003,3625.126527777778,3946.447831439394,4639.665454545455,285.61000000000007,202.8,16.900000000000002
2021-01-09 13:00:00,3897.0825,17.0,94.0,9.4,1015.0,16.0,18.2,0.0,17.0,94.0,9.4,13,5,9,1,1,1,3980.085833333333,3925.525,3844.054166666667,3983.638333333334,6348.883333333334,3387.6975,3916.5550000000003,3714.655555555555,3945.097067550505,4639.665454545455,289.0,221.0,17.0
2021-01-09 14:00:00,3972.15,17.7,86.5,10.3,1015.05,15.35,18.5,0.0,17.7,86.5,10.3,14,5,9,1,1,1,3897.0825,3980.085833333333,3925.525,4110.0633333333335,6783.625,3257.325833333333,3934.2311111111117,3792.7815277777777,3941.4905744949497,4639.665454545455,313.28999999999996,247.79999999999998,17.7
2021-01-09 15:00:00,4048.568333333333,18.7,76.0,11.199999999999998,1014.55,14.4,18.2,0.0,18.7,76.0,11.199999999999998,15,5,9,1,1,1,3972.15,3897.0825,3980.085833333333,4150.545,6931.350833333333,3113.7941666666666,3949.772777777778,3875.851388888889,3935.74418560606,4639.665454545455,349.69,280.5,18.7
2021-01-09 16:00:00,4048.2,19.0,73.0,11.199999999999998,1014.0,14.1,17.4,0.0,19.0,73.0,11.199999999999998,16,5,9,1,1,1,4048.568333333333,3972.15,3897.0825,4114.676666666666,6774.8966666666665,3077.0691666666667,3972.600277777778,3944.5776388888885,3931.495157828283,4639.665454545455,361.0,304.0,19.0
2021-01-09 17:00:00,4078.5808333333334,18.3,75.5,11.199999999999998,1014.25,13.9,16.7,0.0,18.3,75.5,11.199999999999998,17,5,9,1,1,1,4048.2,4048.568333333333,3972.15,4090.523333333333,6287.470833333333,3221.1566666666663,4022.9727777777784,3978.6019444444446,3928.7252967171717,4639.665454545455,334.89000000000004,311.1,18.3
2021-01-09 18:00:00,4056.1633333333334,16.8,83.0,9.4,1014.25,13.85,16.0,0.0,16.8,83.0,9.4,18,5,9,1,1,1,4078.5808333333334,4048.2,4048.568333333333,4054.22,5708.605,3472.0208333333335,4058.449722222222,4004.11125,3928.227692550505,4639.665454545455,282.24,302.40000000000003,16.8
2021-01-09 19:00:00,4070.4,15.5,91.0,7.599999999999999,1014.5,14.0,14.7,0.0,15.5,91.0,7.599999999999999,19,5,9,1,1,1,4056.1633333333334,4078.5808333333334,4048.2,4154.2891666666665,5516.370833333333,3404.880833333333,4060.9813888888893,4016.790833333334,3928.308664772727,4639.665454545455,240.25,294.5,15.5
2021-01-09 20:00:00,3927.835833333333,15.3,91.5,8.5,1015.5,13.9,14.5,0.0,15.3,91.5,8.5,20,5,9,1,1,1,4070.4,4056.1633333333334,4078.5808333333334,4263.1466666666665,5754.685833333333,3175.5550000000003,4068.3813888888894,4045.6770833333335,3924.813282828283,4639.665454545455,234.09000000000003,306.0,15.3
2021-01-09 21:00:00,3796.161666666667,14.8,94.5,9.4,1016.0,13.9,14.2,0.0,14.8,94.5,9.4,21,5,9,1,1,1,3927.835833333333,4070.4,4056.1633333333334,4395.968333333333,6253.017500000001,2917.4408333333336,4018.133055555556,4038.291388888889,3910.841998106061,4639.665454545455,219.04000000000002,310.8,14.8
2021-01-09 22:00:00,3850.1425,14.0,100.0,9.4,1015.5,14.0,13.3,0.0,14.0,100.0,9.4,22,5,9,1,1,1,3796.161666666667,3927.835833333333,4070.4,4568.1866666666665,6723.608333333334,2627.704166666667,3931.4658333333336,3996.223611111111,3885.850053661616,4639.665454545455,196.0,308.0,14.0
2021-01-09 23:00:00,3837.173636363637,14.0,96.8181818181818,10.21818181818182,1015.7727272727273,13.5,11.8,0.0,14.0,96.8181818181818,10.21818181818182,23,5,9,1,1,1,3850.1425,3796.161666666667,3927.835833333333,4639.665454545455,5710.732916666667,2212.758333333333,3858.046666666667,3963.2140277777776,3855.9315467171723,4639.665454545455,196.0,322.0,14.0
2021-01-10 00:00:00,4786.7175,13.5,93.5,13.0,1016.35,12.5,10.7,0.0,13.5,93.5,13.0,0,6,10,1,1,1,3837.173636363637,3850.1425,3796.161666666667,4171.203333333334,4697.8575,1824.2916666666667,3827.825934343435,3922.979494949495,3822.4943876262623,4171.203333333334,182.25,0.0,13.5
2021-01-10 01:00:00,4481.322499999999,13.0,94.0,14.800000000000002,1016.0,12.1,9.7,0.0,13.0,94.0,14.800000000000002,1,6,10,1,1,1,4786.7175,3837.173636363637,3850.1425,3942.8625,4430.386666666666,1713.0575,4158.011212121212,4044.738522727273,3848.140811237374,4786.7175,169.0,13.0,13.0
2021-01-10 02:00:00,4237.373333333333,12.7,95.0,13.9,1016.8,11.95,9.0,0.0,12.7,95.0,13.9,2,6,10,1,1,1,4481.322499999999,4786.7175,3837.173636363637,3758.1108333333336,4238.806666666666,1650.2883333333332,4368.404545454546,4113.225606060606,3870.5766445707072,4786.7175,161.29,25.4,12.7
2021-01-10 03:00:00,4028.1708333333336,12.2,95.0,13.9,1016.3,11.45,8.5,0.0,12.2,95.0,13.9,3,6,10,1,1,1,4237.373333333333,4481.322499999999,4786.7175,3596.4475,4055.9658333333336,1612.6966666666667,4501.804444444445,4164.815189393939,3890.54591540404,4786.7175,148.83999999999997,36.599999999999994,12.2
2021-01-10 04:00:00,3904.3875,11.0,97.0,14.800000000000002,1015.0,10.55,7.8,0.0,11.0,97.0,14.800000000000002,4,6,10,1,1,1,4028.1708333333336,4237.373333333333,4481.322499999999,3496.8891666666664,3894.6866666666665,1674.8983333333333,4248.955555555556,4203.483383838384,3908.5343876262627,4786.7175,121.0,44.0,11.0
2021-01-10 05:00:00,3863.3308333333334,9.9,96.0,13.9,1016.1,9.3,6.8,0.0,9.9,96.0,13.9,5,6,10,1,1,1,3904.3875,4028.1708333333336,4237.373333333333,3461.0483333333336,3712.41,1925.8208333333332,4056.6438888888893,4212.524217171717,3925.5134848484845,4786.7175,98.01,49.5,9.9
2021-01-10 06:00:00,3881.32,9.4,96.0,13.0,1016.6,8.799999999999999,6.9,0.0,9.4,96.0,13.0,6,6,10,1,1,1,3863.3308333333334,3904.3875,4028.1708333333336,3442.911666666667,3451.1358333333337,2451.41,3931.963055555556,4216.88375,3942.275255681818,4786.7175,88.36000000000001,56.400000000000006,9.4
2021-01-10 07:00:00,3948.026666666666,9.0,100.0,13.0,1016.5,9.0,6.6,0.0,9.0,100.0,13.0,7,6,10,1,1,1,3881.32,3863.3308333333334,3904.3875,3428.3266666666664,3371.7275000000004,3035.3675000000003,3883.012777777778,4065.984166666667,3960.542269570707,4786.7175,81.0,63.0,9.0
2021-01-10 08:00:00,4064.63,8.799999999999999,96.0,13.0,1018.0,8.200000000000001,7.3,0.0,8.799999999999999,96.0,13.0,8,6,10,1,1,1,3948.026666666666,3881.32,3863.3308333333334,3473.730833333333,3375.0633333333335,3197.4183333333335,3897.5591666666674,3977.1015277777774,3982.1964362373733,4786.7175,77.43999999999998,70.39999999999999,8.799999999999999
2021-01-10 09:00:00,4457.3516666666665,8.799999999999999,93.0,13.9,1018.5,7.75,9.0,0.0,8.799999999999999,93.0,13.9,9,6,10,1,1,1,4064.63,3948.026666666666,3881.32,3636.210833333333,3509.924166666666,3308.626666666667,3964.658888888889,3948.310972222222,4006.8172348484854,4786.7175,77.43999999999998,79.19999999999999,8.799999999999999
2021-01-10 10:00:00,4890.294166666667,9.0,90.5,14.800000000000002,1018.0,7.55,11.1,0.0,9.0,90.5,14.800000000000002,10,6,10,1,1,1,4457.3516666666665,4064.63,3948.026666666666,3844.054166666667,3774.1408333333334,3383.7374999999997,4156.669444444445,4019.841111111111,4041.0314362373733,4786.7175,81.0,90.0,9.0
2021-01-10 11:00:00,5055.404166666666,9.7,82.0,13.9,1019.0,6.75,12.8,0.0,9.7,82.0,13.9,11,6,10,1,1,1,4890.294166666667,4457.3516666666665,4064.63,3925.525,3895.840833333333,3292.181666666667,4470.758611111111,4184.158888888888,4084.6247695707066,4890.294166666667,94.08999999999999,106.69999999999999,9.7
2021-01-10 12:00:00,5118.435833333333,10.7,74.0,12.1,1018.5,6.2,14.3,0.0,10.7,74.0,12.1,12,6,10,1,1,1,5055.404166666666,4890.294166666667,4457.3516666666665,3980.085833333333,4012.504166666667,3146.9300000000003,4801.016666666666,4382.837777777778,4131.703068181818,5055.404166666666,114.48999999999998,128.39999999999998,10.7
2021-01-10 13:00:00,4961.300833333334,11.5,69.0,13.0,1016.5,6.0,14.7,0.0,11.5,69.0,13.0,13,6,10,1,1,1,5118.435833333333,5055.404166666666,4890.294166666667,3897.0825,3983.638333333334,2844.2574999999997,5021.378055555556,4589.023749999999,4179.134318181818,5118.435833333333,132.25,149.5,11.5
2021-01-10 14:00:00,5071.4800000000005,12.8,69.0,13.9,1016.35,7.25,14.4,0.0,12.8,69.0,13.9,14,6,10,1,1,1,4961.300833333334,5118.435833333333,5055.404166666666,3972.15,4110.0633333333335,2846.6258333333335,5045.046944444445,4757.902777777777,4223.476748737374,5118.435833333333,163.84000000000003,179.20000000000002,12.8
2021-01-10 15:00:00,5170.713333333333,13.8,71.5,13.9,1015.85,8.700000000000001,14.1,0.0,13.8,71.5,13.9,15,6,10,1,1,1,5071.4800000000005,4961.300833333334,5118.435833333333,4048.568333333333,4150.545,2810.7791666666667,5050.405555555556,4925.711111111111,4269.282165404041,5118.435833333333,190.44000000000003,207.0,13.8
2021-01-10 16:00:00,5144.738333333334,14.0,72.0,15.7,1014.5,9.0,13.4,0.0,14.0,72.0,15.7,16,6,10,1,1,1,5170.713333333333,5071.4800000000005,4961.300833333334,4048.2,4114.676666666666,2817.0166666666664,5067.831388888889,5044.604722222222,4316.038207070707,5170.713333333333,196.0,224.0,14.0
2021-01-10 17:00:00,5034.580833333333,13.3,72.0,15.7,1014.0,8.35,10.6,0.0,13.3,72.0,15.7,17,6,10,1,1,1,5144.738333333334,5170.713333333333,5071.4800000000005,4078.5808333333334,4090.523333333333,2893.2225,5128.977222222223,5087.012083333334,4361.727304292929,5170.713333333333,176.89000000000001,226.10000000000002,13.3
2021-01-10 18:00:00,5006.553333333333,12.3,77.0,13.0,1014.5,8.35,9.0,0.0,12.3,77.0,13.0,18,6,10,1,1,1,5034.580833333333,5144.738333333334,5170.713333333333,4056.1633333333334,4054.22,3049.2425000000003,5116.677500000001,5083.541527777778,4401.560637626263,5170.713333333333,151.29000000000002,221.4,12.3
2021-01-10 19:00:00,5020.280833333333,12.0,82.0,9.4,1015.0,9.0,8.0,0.0,12.0,82.0,9.4,19,6,10,1,1,1,5006.553333333333,5034.580833333333,5144.738333333334,4070.4,4154.2891666666665,3017.625,5061.9575,5064.894444444445,4441.160220959596,5170.713333333333,144.0,228.0,12.0
2021-01-10 20:00:00,4868.7325,11.3,86.0,7.599999999999999,1016.0,9.0,7.2,0.0,11.3,86.0,7.599999999999999,20,6,10,1,1,1,5020.280833333333,5006.553333333333,5034.580833333333,3927.835833333333,4263.1466666666665,2742.224166666667,5020.471666666667,5074.724444444444,4480.738589015152,5170.713333333333,127.69000000000001,226.0,11.3
2021-01-10 21:00:00,4847.56,10.3,95.0,8.5,1016.5,9.5,6.7,0.0,10.3,95.0,8.5,21,6,10,1,1,1,4868.7325,5020.280833333333,5006.553333333333,3796.161666666667,4395.968333333333,2455.320833333333,4965.188888888889,5040.933194444445,4519.94261679293,5170.713333333333,106.09000000000002,216.3,10.3
2021-01-10 22:00:00,5044.0233333333335,9.5,97.0,8.5,1016.0,9.05,6.3,0.0,9.5,97.0,8.5,22,6,10,1,1,1,4847.56,4868.7325,5020.280833333333,3850.1425,4568.1866666666665,2250.389166666667,4912.191111111111,4987.074305555555,4563.750880681818,5170.713333333333,90.25,209.0,9.5
2021-01-10 23:00:00,5077.018181818182,9.0,93.0909090909091,8.418181818181818,1016.7272727272727,7.963636363636363,6.1,0.0,9.0,93.0909090909091,8.418181818181818,23,6,10,1,1,1,5044.0233333333335,4847.56,4868.7325,3837.173636363637,4639.665454545455,2026.1875,4920.105277777778,4970.288472222222,4613.49591540404,5170.713333333333,81.0,207.0,9.0
2021-01-11 00:00:00,1953.8066666666664,8.5,96.0,8.5,1016.3,7.9,5.8,0.0,8.5,96.0,8.5,0,0,11,1,0,1,5077.018181818182,5044.0233333333335,4847.56,4786.7175,4171.203333333334,2645.385,4989.533838383839,4977.361363636363,4665.15610479798,5170.713333333333,72.25,0.0,0.0
2021-01-11 01:00:00,1827.4475,8.0,100.0,8.5,1015.0,8.0,5.7,0.0,8.0,100.0,8.5,1,0,11,1,0,1,1953.8066666666664,5077.018181818182,5044.0233333333335,4481.322499999999,3942.8625,2506.2941666666666,4024.949393939394,4468.570252525252,4547.118153409091,5170.713333333333,64.0,8.0,0.0
2021-01-11 02:00:00,1761.569166666667,8.299999999999999,97.5,8.5,1016.1,7.9,5.4,0.0,8.299999999999999,97.5,8.5,2,0,11,1,0,1,1827.4475,1953.8066666666664,5077.018181818182,4237.373333333333,3758.1108333333336,2419.9775,2952.7574494949495,3936.431363636364,4436.540028409091,5170.713333333333,68.88999999999999,16.599999999999998,0.0
2021-01-11 03:00:00,1729.0791666666669,7.8,97.5,7.599999999999999,1016.1,7.4,5.0,0.0,7.8,97.5,7.599999999999999,3,0,11,1,0,1,1761.569166666667,1827.4475,1953.8066666666664,4028.1708333333336,3596.4475,2342.403333333333,1847.607777777778,3418.5708080808076,4333.3815214646465,5170.713333333333,60.839999999999996,23.4,0.0
2021-01-11 04:00:00,1797.3133333333335,7.0,100.0,8.5,1015.0,7.0,4.6,0.0,7.0,100.0,8.5,4,0,11,1,0,1,1729.0791666666669,1761.569166666667,1827.4475,3904.3875,3496.8891666666664,2340.851666666667,1772.6986111111116,2898.8240025252526,4237.586035353535,5170.713333333333,49.0,28.0,0.0
2021-01-11 05:00:00,2012.4075,7.7,97.5,10.3,1015.9,7.3,5.1,0.0,7.7,97.5,10.3,5,0,11,1,0,1,1797.3133333333335,1729.0791666666669,1761.569166666667,3863.3308333333334,3461.0483333333336,2465.1341666666667,1762.6538888888892,2357.7056691919192,4149.791278409091,5170.713333333333,59.290000000000006,38.5,0.0
2021-01-11 06:00:00,2411.8783333333336,8.200000000000001,97.5,12.1,1016.4,7.8,5.1,0.0,8.200000000000001,97.5,12.1,6,0,11,1,0,1,2012.4075,1797.3133333333335,1729.0791666666669,3881.32,3442.911666666667,2735.410833333334,1846.266666666667,1846.937222222222,4072.6694728535354,5170.713333333333,67.24000000000002,49.2,0.0
