timestamp,demand_mw,area,feeder
2023-01-02 00:00:00,936.4,South Delhi,BRPL-South
2023-01-02 00:00:00,744.92,North Delhi,TPDDL-North
2023-01-02 00:00:00,689.15,West Delhi,BRPL-West
2023-01-02 00:00:00,518.72,East Delhi,BYPL-East
2023-01-02 00:00:00,253.72,Central Delhi,NDMC-Central
2023-01-02 01:00:00,978.77,South Delhi,BRPL-South
2023-01-02 01:00:00,770.33,North Delhi,TPDDL-North
2023-01-02 01:00:00,721.86,West Delhi,BRPL-West
2023-01-02 01:00:00,529.49,East Delhi,BYPL-East
2023-01-02 01:00:00,291.67,Central Delhi,NDMC-Central
2023-01-02 02:00:00,1042.6,South Delhi,BRPL-South
2023-01-02 02:00:00,814.8,North Delhi,TPDDL-North
2023-01-02 02:00:00,735.99,West Delhi,BRPL-West
2023-01-02 02:00:00,533.72,East Delhi,BYPL-East
2023-01-02 02:00:00,263.22,Central Delhi,NDMC-Central
2023-01-02 03:00:00,1070.4,South Delhi,BRPL-South
2023-01-02 03:00:00,878.76,North Delhi,TPDDL-North
2023-01-02 03:00:00,780.45,West Delhi,BRPL-West
2023-01-02 03:00:00,591.43,East Delhi,BYPL-East
2023-01-02 03:00:00,294.5,Central Delhi,NDMC-Central
2023-01-02 04:00:00,1020.8,South Delhi,BRPL-South
2023-01-02 04:00:00,807.3,North Delhi,TPDDL-North
2023-01-02 04:00:00,755.72,West Delhi,BRPL-West
2023-01-02 04:00:00,537.93,East Delhi,BYPL-East
2023-01-02 04:00:00,253.99,Central Delhi,NDMC-Central
2023-01-02 05:00:00,1008.67,South Delhi,BRPL-South
2023-01-02 05:00:00,828.55,North Delhi,TPDDL-North
2023-01-02 05:00:00,740.19,West Delhi,BRPL-West
2023-01-02 05:00:00,534.8,East Delhi,BYPL-East
2023-01-02 05:00:00,272.58,Central Delhi,NDMC-Central
2023-01-02 06:00:00,1148.82,South Delhi,BRPL-South
2023-01-02 06:00:00,910.26,North Delhi,TPDDL-North
2023-01-02 06:00:00,856.65,West Delhi,BRPL-West
2023-01-02 06:00:00,617.38,East Delhi,BYPL-East
2023-01-02 06:00:00,328.51,Central Delhi,NDMC-Central
2023-01-02 07:00:00,1183.21,South Delhi,BRPL-South
2023-01-02 07:00:00,940.74,North Delhi,TPDDL-North
2023-01-02 07:00:00,905.92,West Delhi,BRPL-West
2023-01-02 07:00:00,666.69,East Delhi,BYPL-East
2023-01-02 07:00:00,317.73,Central Delhi,NDMC-Central
2023-01-02 08:00:00,1292.06,South Delhi,BRPL-South
2023-01-02 08:00:00,999.5,North Delhi,TPDDL-North
2023-01-02 08:00:00,918.01,West Delhi,BRPL-West
2023-01-02 08:00:00,687.06,East Delhi,BYPL-East
2023-01-02 08:00:00,332.78,Central Delhi,NDMC-Central
2023-01-02 09:00:00,1357.5,South Delhi,BRPL-South
2023-01-02 09:00:00,1093.03,North Delhi,TPDDL-North
2023-01-02 09:00:00,1018.41,West Delhi,BRPL-West
2023-01-02 09:00:00,726.67,East Delhi,BYPL-East
2023-01-02 09:00:00,372.31,Central Delhi,NDMC-Central
2023-01-02 10:00:00,1313.21,South Delhi,BRPL-South
2023-01-02 10:00:00,1038.5,North Delhi,TPDDL-North
2023-01-02 10:00:00,945.27,West Delhi,BRPL-West
2023-01-02 10:00:00,687.6,East Delhi,BYPL-East
2023-01-02 10:00:00,345.37,Central Delhi,NDMC-Central
2023-01-02 11:00:00,1405.13,South Delhi,BRPL-South
2023-01-02 11:00:00,1140.48,North Delhi,TPDDL-North
2023-01-02 11:00:00,1037.76,West Delhi,BRPL-West
2023-01-02 11:00:00,755.1,East Delhi,BYPL-East
2023-01-02 11:00:00,395.05,Central Delhi,NDMC-Central
2023-01-02 12:00:00,1469.05,South Delhi,BRPL-South
2023-01-02 12:00:00,1156.88,North Delhi,TPDDL-North
2023-01-02 12:00:00,1052.16,West Delhi,BRPL-West
2023-01-02 12:00:00,769.44,East Delhi,BYPL-East
2023-01-02 12:00:00,390.04,Central Delhi,NDMC-Central
2023-01-02 13:00:00,1436.48,South Delhi,BRPL-South
2023-01-02 13:00:00,1163.55,North Delhi,TPDDL-North
2023-01-02 13:00:00,1068.77,West Delhi,BRPL-West
2023-01-02 13:00:00,812.56,East Delhi,BYPL-East
2023-01-02 13:00:00,415.55,Central Delhi,NDMC-Central
2023-01-02 14:00:00,1413.38,South Delhi,BRPL-South
2023-01-02 14:00:00,1112.2,North Delhi,TPDDL-North
2023-01-02 14:00:00,1030.78,West Delhi,BRPL-West
2023-01-02 14:00:00,760.83,East Delhi,BYPL-East
2023-01-02 14:00:00,396.14,Central Delhi,NDMC-Central
2023-01-02 15:00:00,1378.2,South Delhi,BRPL-South
2023-01-02 15:00:00,1078.2,North Delhi,TPDDL-North
2023-01-02 15:00:00,1015.44,West Delhi,BRPL-West
2023-01-02 15:00:00,724.34,East Delhi,BYPL-East
2023-01-02 15:00:00,362.2,Central Delhi,NDMC-Central
2023-01-02 16:00:00,1338.92,South Delhi,BRPL-South
2023-01-02 16:00:00,1045.91,North Delhi,TPDDL-North
2023-01-02 16:00:00,960.91,West Delhi,BRPL-West
2023-01-02 16:00:00,746.79,East Delhi,BYPL-East
2023-01-02 16:00:00,338.11,Central Delhi,NDMC-Central
2023-01-02 17:00:00,1451.64,South Delhi,BRPL-South
2023-01-02 17:00:00,1182.85,North Delhi,TPDDL-North
2023-01-02 17:00:00,1026.76,West Delhi,BRPL-West
2023-01-02 17:00:00,753.99,East Delhi,BYPL-East
2023-01-02 17:00:00,384.88,Central Delhi,NDMC-Central
2023-01-02 18:00:00,1556.49,South Delhi,BRPL-South
2023-01-02 18:00:00,1253.35,North Delhi,TPDDL-North
2023-01-02 18:00:00,1163.94,West Delhi,BRPL-West
2023-01-02 18:00:00,844.54,East Delhi,BYPL-East
2023-01-02 18:00:00,413.37,Central Delhi,NDMC-Central
2023-01-02 19:00:00,1543.4,South Delhi,BRPL-South
2023-01-02 19:00:00,1247.65,North Delhi,TPDDL-North
2023-01-02 19:00:00,1142.96,West Delhi,BRPL-West
2023-01-02 19:00:00,837.63,East Delhi,BYPL-East
2023-01-02 19:00:00,408.74,Central Delhi,NDMC-Central
2023-01-02 20:00:00,1558.2,South Delhi,BRPL-South
2023-01-02 20:00:00,1236.74,North Delhi,TPDDL-North
2023-01-02 20:00:00,1136.81,West Delhi,BRPL-West
2023-01-02 20:00:00,823.73,East Delhi,BYPL-East
2023-01-02 20:00:00,411.47,Central Delhi,NDMC-Central
2023-01-02 21:00:00,1437.28,South Delhi,BRPL-South
2023-01-02 21:00:00,1144.57,North Delhi,TPDDL-North
2023-01-02 21:00:00,1081.92,West Delhi,BRPL-West
2023-01-02 21:00:00,787.62,East Delhi,BYPL-East
2023-01-02 21:00:00,387.8,Central Delhi,NDMC-Central
2023-01-02 22:00:00,1222.73,South Delhi,BRPL-South
2023-01-02 22:00:00,1009.4,North Delhi,TPDDL-North
2023-01-02 22:00:00,912.85,West Delhi,BRPL-West
2023-01-02 22:00:00,668.22,East Delhi,BYPL-East
2023-01-02 22:00:00,304.34,Central Delhi,NDMC-Central
2023-01-02 23:00:00,1173.39,South Delhi,BRPL-South
2023-01-02 23:00:00,916.61,North Delhi,TPDDL-North
2023-01-02 23:00:00,848.42,West Delhi,BRPL-West
2023-01-02 23:00:00,626.13,East Delhi,BYPL-East
2023-01-02 23:00:00,311.87,Central Delhi,NDMC-Central
2023-01-03 00:00:00,953.95,South Delhi,BRPL-South
2023-01-03 00:00:00,760.63,North Delhi,TPDDL-North
2023-01-03 00:00:00,702.99,West Delhi,BRPL-West
2023-01-03 00:00:00,531.68,East Delhi,BYPL-East
2023-01-03 00:00:00,216.3,Central Delhi,NDMC-Central
2023-01-03 01:00:00,996.4,South Delhi,BRPL-South
2023-01-03 01:00:00,799.44,North Delhi,TPDDL-North
2023-01-03 01:00:00,723.17,West Delhi,BRPL-West
2023-01-03 01:00:00,503.65,East Delhi,BYPL-East
2023-01-03 01:00:00,269.92,Central Delhi,NDMC-Central
2023-01-03 02:00:00,1042.03,South Delhi,BRPL-South
2023-01-03 02:00:00,864.99,North Delhi,TPDDL-North
2023-01-03 02:00:00,776.1,West Delhi,BRPL-West
2023-01-03 02:00:00,567.1,East Delhi,BYPL-East
2023-01-03 02:00:00,268.22,Central Delhi,NDMC-Central
2023-01-03 03:00:00,1048.06,South Delhi,BRPL-South
2023-01-03 03:00:00,831.59,North Delhi,TPDDL-North
2023-01-03 03:00:00,780.26,West Delhi,BRPL-West
2023-01-03 03:00:00,566.23,East Delhi,BYPL-East
2023-01-03 03:00:00,280.87,Central Delhi,NDMC-Central
2023-01-03 04:00:00,1071.99,South Delhi,BRPL-South
2023-01-03 04:00:00,864.75,North Delhi,TPDDL-North
2023-01-03 04:00:00,776.85,West Delhi,BRPL-West
2023-01-03 04:00:00,569.22,East Delhi,BYPL-East
2023-01-03 04:00:00,273.65,Central Delhi,NDMC-Central
2023-01-03 05:00:00,1040.68,South Delhi,BRPL-South
2023-01-03 05:00:00,858.42,North Delhi,TPDDL-North
2023-01-03 05:00:00,773.26,West Delhi,BRPL-West
2023-01-03 05:00:00,582.02,East Delhi,BYPL-East
2023-01-03 05:00:00,293.49,Central Delhi,NDMC-Central
2023-01-03 06:00:00,1169.42,South Delhi,BRPL-South
2023-01-03 06:00:00,903.19,North Delhi,TPDDL-North
2023-01-03 06:00:00,848.53,West Delhi,BRPL-West
2023-01-03 06:00:00,600.26,East Delhi,BYPL-East
2023-01-03 06:00:00,301.15,Central Delhi,NDMC-Central
2023-01-03 07:00:00,1242.47,South Delhi,BRPL-South
2023-01-03 07:00:00,975.84,North Delhi,TPDDL-North
2023-01-03 07:00:00,888.92,West Delhi,BRPL-West
2023-01-03 07:00:00,658.04,East Delhi,BYPL-East
2023-01-03 07:00:00,310.53,Central Delhi,NDMC-Central
2023-01-03 08:00:00,1269.89,South Delhi,BRPL-South
2023-01-03 08:00:00,1029.49,North Delhi,TPDDL-North
2023-01-03 08:00:00,936.95,West Delhi,BRPL-West
2023-01-03 08:00:00,640.41,East Delhi,BYPL-East
2023-01-03 08:00:00,341.95,Central Delhi,NDMC-Central
2023-01-03 09:00:00,1369.54,South Delhi,BRPL-South
2023-01-03 09:00:00,1114.91,North Delhi,TPDDL-North
2023-01-03 09:00:00,968.83,West Delhi,BRPL-West
2023-01-03 09:00:00,718.24,East Delhi,BYPL-East
2023-01-03 09:00:00,372.42,Central Delhi,NDMC-Central
2023-01-03 10:00:00,1348.27,South Delhi,BRPL-South
2023-01-03 10:00:00,1066.43,North Delhi,TPDDL-North
2023-01-03 10:00:00,985.19,West Delhi,BRPL-West
2023-01-03 10:00:00,698.7,East Delhi,BYPL-East
2023-01-03 10:00:00,365.84,Central Delhi,NDMC-Central
2023-01-03 11:00:00,1433.65,South Delhi,BRPL-South
2023-01-03 11:00:00,1147.64,North Delhi,TPDDL-North
2023-01-03 11:00:00,1052.84,West Delhi,BRPL-West
2023-01-03 11:00:00,749.8,East Delhi,BYPL-East
2023-01-03 11:00:00,379.16,Central Delhi,NDMC-Central
2023-01-03 12:00:00,1440.94,South Delhi,BRPL-South
2023-01-03 12:00:00,1163.15,North Delhi,TPDDL-North
2023-01-03 12:00:00,1036.6,West Delhi,BRPL-West
2023-01-03 12:00:00,763.56,East Delhi,BYPL-East
2023-01-03 12:00:00,404.94,Central Delhi,NDMC-Central
2023-01-03 13:00:00,1421.46,South Delhi,BRPL-South
2023-01-03 13:00:00,1150.07,North Delhi,TPDDL-North
2023-01-03 13:00:00,1064.11,West Delhi,BRPL-West
2023-01-03 13:00:00,764.86,East Delhi,BYPL-East
2023-01-03 13:00:00,402.28,Central Delhi,NDMC-Central
2023-01-03 14:00:00,1470.53,South Delhi,BRPL-South
2023-01-03 14:00:00,1174.63,North Delhi,TPDDL-North
2023-01-03 14:00:00,1104.04,West Delhi,BRPL-West
2023-01-03 14:00:00,774.47,East Delhi,BYPL-East
2023-01-03 14:00:00,358.72,Central Delhi,NDMC-Central
2023-01-03 15:00:00,1435.35,South Delhi,BRPL-South
2023-01-03 15:00:00,1155.39,North Delhi,TPDDL-North
2023-01-03 15:00:00,1077.27,West Delhi,BRPL-West
2023-01-03 15:00:00,745.15,East Delhi,BYPL-East
2023-01-03 15:00:00,365.82,Central Delhi,NDMC-Central
2023-01-03 16:00:00,1313.77,South Delhi,BRPL-South
2023-01-03 16:00:00,1067.14,North Delhi,TPDDL-North
2023-01-03 16:00:00,980.03,West Delhi,BRPL-West
2023-01-03 16:00:00,711.18,East Delhi,BYPL-East
2023-01-03 16:00:00,332.32,Central Delhi,NDMC-Central
2023-01-03 17:00:00,1399.36,South Delhi,BRPL-South
2023-01-03 17:00:00,1111.76,North Delhi,TPDDL-North
2023-01-03 17:00:00,1032.49,West Delhi,BRPL-West
2023-01-03 17:00:00,756.42,East Delhi,BYPL-East
2023-01-03 17:00:00,375.02,Central Delhi,NDMC-Central
2023-01-03 18:00:00,1554.79,South Delhi,BRPL-South
2023-01-03 18:00:00,1249.03,North Delhi,TPDDL-North
2023-01-03 18:00:00,1127.09,West Delhi,BRPL-West
2023-01-03 18:00:00,824.69,East Delhi,BYPL-East
2023-01-03 18:00:00,416.65,Central Delhi,NDMC-Central
2023-01-03 19:00:00,1581.49,South Delhi,BRPL-South
2023-01-03 19:00:00,1277.73,North Delhi,TPDDL-North
2023-01-03 19:00:00,1160.1,West Delhi,BRPL-West
2023-01-03 19:00:00,844.85,East Delhi,BYPL-East
2023-01-03 19:00:00,435.75,Central Delhi,NDMC-Central
2023-01-03 20:00:00,1469.96,South Delhi,BRPL-South
2023-01-03 20:00:00,1169.29,North Delhi,TPDDL-North
2023-01-03 20:00:00,1057.23,West Delhi,BRPL-West
2023-01-03 20:00:00,784.18,East Delhi,BYPL-East
2023-01-03 20:00:00,408.42,Central Delhi,NDMC-Central
2023-01-03 21:00:00,1447.08,South Delhi,BRPL-South
2023-01-03 21:00:00,1171.63,North Delhi,TPDDL-North
2023-01-03 21:00:00,1078.93,West Delhi,BRPL-West
2023-01-03 21:00:00,769.16,East Delhi,BYPL-East
2023-01-03 21:00:00,405.4,Central Delhi,NDMC-Central
2023-01-03 22:00:00,1247.62,South Delhi,BRPL-South
2023-01-03 22:00:00,999.23,North Delhi,TPDDL-North
2023-01-03 22:00:00,901.92,West Delhi,BRPL-West
2023-01-03 22:00:00,658.77,East Delhi,BYPL-East
2023-01-03 22:00:00,330.68,Central Delhi,NDMC-Central
2023-01-03 23:00:00,1190.99,South Delhi,BRPL-South
2023-01-03 23:00:00,911.41,North Delhi,TPDDL-North
2023-01-03 23:00:00,860.35,West Delhi,BRPL-West
2023-01-03 23:00:00,605.82,East Delhi,BYPL-East
2023-01-03 23:00:00,317.83,Central Delhi,NDMC-Central
2023-01-04 00:00:00,932.73,South Delhi,BRPL-South
2023-01-04 00:00:00,782.08,North Delhi,TPDDL-North
2023-01-04 00:00:00,695.07,West Delhi,BRPL-West
2023-01-04 00:00:00,504.09,East Delhi,BYPL-East
2023-01-04 00:00:00,240.01,Central Delhi,NDMC-Central
2023-01-04 01:00:00,991.88,South Delhi,BRPL-South
2023-01-04 01:00:00,785.53,North Delhi,TPDDL-North
2023-01-04 01:00:00,727.6,West Delhi,BRPL-West
2023-01-04 01:00:00,531.01,East Delhi,BYPL-East
2023-01-04 01:00:00,282.6,Central Delhi,NDMC-Central
2023-01-04 02:00:00,997.44,South Delhi,BRPL-South
2023-01-04 02:00:00,831.68,North Delhi,TPDDL-North
2023-01-04 02:00:00,742.73,West Delhi,BRPL-West
2023-01-04 02:00:00,560.5,East Delhi,BYPL-East
2023-01-04 02:00:00,277.64,Central Delhi,NDMC-Central
2023-01-04 03:00:00,1039.51,South Delhi,BRPL-South
2023-01-04 03:00:00,856.69,North Delhi,TPDDL-North
2023-01-04 03:00:00,789.63,West Delhi,BRPL-West
2023-01-04 03:00:00,552.66,East Delhi,BYPL-East
2023-01-04 03:00:00,278.21,Central Delhi,NDMC-Central
2023-01-04 04:00:00,1038.83,South Delhi,BRPL-South
2023-01-04 04:00:00,846.21,North Delhi,TPDDL-North
2023-01-04 04:00:00,770.73,West Delhi,BRPL-West
2023-01-04 04:00:00,565.52,East Delhi,BYPL-East
2023-01-04 04:00:00,267.9,Central Delhi,NDMC-Central
2023-01-04 05:00:00,970.37,South Delhi,BRPL-South
2023-01-04 05:00:00,784.41,North Delhi,TPDDL-North
2023-01-04 05:00:00,727.53,West Delhi,BRPL-West
2023-01-04 05:00:00,529.72,East Delhi,BYPL-East
2023-01-04 05:00:00,296.12,Central Delhi,NDMC-Central
2023-01-04 06:00:00,1129.18,South Delhi,BRPL-South
2023-01-04 06:00:00,920.11,North Delhi,TPDDL-North
2023-01-04 06:00:00,832.54,West Delhi,BRPL-West
2023-01-04 06:00:00,605.66,East Delhi,BYPL-East
2023-01-04 06:00:00,307.74,Central Delhi,NDMC-Central
2023-01-04 07:00:00,1209.07,South Delhi,BRPL-South
2023-01-04 07:00:00,987.28,North Delhi,TPDDL-North
2023-01-04 07:00:00,873.25,West Delhi,BRPL-West
2023-01-04 07:00:00,647.64,East Delhi,BYPL-East
2023-01-04 07:00:00,362.74,Central Delhi,NDMC-Central
2023-01-04 08:00:00,1308.24,South Delhi,BRPL-South
2023-01-04 08:00:00,1030.76,North Delhi,TPDDL-North
2023-01-04 08:00:00,952.32,West Delhi,BRPL-West
2023-01-04 08:00:00,685.41,East Delhi,BYPL-East
2023-01-04 08:00:00,340.57,Central Delhi,NDMC-Central
2023-01-04 09:00:00,1352.13,South Delhi,BRPL-South
2023-01-04 09:00:00,1063.77,North Delhi,TPDDL-North
2023-01-04 09:00:00,996.81,West Delhi,BRPL-West
2023-01-04 09:00:00,733.97,East Delhi,BYPL-East
2023-01-04 09:00:00,364.35,Central Delhi,NDMC-Central
2023-01-04 10:00:00,1363.59,South Delhi,BRPL-South
2023-01-04 10:00:00,1080.79,North Delhi,TPDDL-North
2023-01-04 10:00:00,1009.0,West Delhi,BRPL-West
2023-01-04 10:00:00,696.14,East Delhi,BYPL-East
2023-01-04 10:00:00,356.77,Central Delhi,NDMC-Central
2023-01-04 11:00:00,1340.45,South Delhi,BRPL-South
2023-01-04 11:00:00,1110.76,North Delhi,TPDDL-North
2023-01-04 11:00:00,1012.87,West Delhi,BRPL-West
2023-01-04 11:00:00,716.08,East Delhi,BYPL-East
2023-01-04 11:00:00,340.9,Central Delhi,NDMC-Central
2023-01-04 12:00:00,1365.36,South Delhi,BRPL-South
2023-01-04 12:00:00,1135.11,North Delhi,TPDDL-North
2023-01-04 12:00:00,1013.76,West Delhi,BRPL-West
2023-01-04 12:00:00,724.14,East Delhi,BYPL-East
2023-01-04 12:00:00,373.25,Central Delhi,NDMC-Central
2023-01-04 13:00:00,1412.54,South Delhi,BRPL-South
2023-01-04 13:00:00,1135.09,North Delhi,TPDDL-North
2023-01-04 13:00:00,1037.84,West Delhi,BRPL-West
2023-01-04 13:00:00,767.6,East Delhi,BYPL-East
2023-01-04 13:00:00,383.04,Central Delhi,NDMC-Central
2023-01-04 14:00:00,1444.92,South Delhi,BRPL-South
2023-01-04 14:00:00,1177.67,North Delhi,TPDDL-North
2023-01-04 14:00:00,1091.62,West Delhi,BRPL-West
2023-01-04 14:00:00,761.58,East Delhi,BYPL-East
2023-01-04 14:00:00,374.75,Central Delhi,NDMC-Central
2023-01-04 15:00:00,1434.85,South Delhi,BRPL-South
2023-01-04 15:00:00,1171.24,North Delhi,TPDDL-North
2023-01-04 15:00:00,1047.69,West Delhi,BRPL-West
2023-01-04 15:00:00,788.61,East Delhi,BYPL-East
2023-01-04 15:00:00,385.37,Central Delhi,NDMC-Central
2023-01-04 16:00:00,1392.5,South Delhi,BRPL-South
2023-01-04 16:00:00,1089.8,North Delhi,TPDDL-North
2023-01-04 16:00:00,989.84,West Delhi,BRPL-West
2023-01-04 16:00:00,723.42,East Delhi,BYPL-East
2023-01-04 16:00:00,371.86,Central Delhi,NDMC-Central
2023-01-04 17:00:00,1426.46,South Delhi,BRPL-South
2023-01-04 17:00:00,1125.43,North Delhi,TPDDL-North
2023-01-04 17:00:00,1056.27,West Delhi,BRPL-West
2023-01-04 17:00:00,719.76,East Delhi,BYPL-East
2023-01-04 17:00:00,366.04,Central Delhi,NDMC-Central
2023-01-04 18:00:00,1485.6,South Delhi,BRPL-South
