timestamp,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m,is_synthetic
2023-01-09 18:00:00,17.99,59.8,17.99,0.0,17.28,True
2023-01-09 19:00:00,16.37,58.3,16.37,0.0,5.54,True
2023-01-09 20:00:00,15.1,65.2,15.1,0.0,2.0,True
2023-01-09 21:00:00,13.47,66.0,12.27,0.0,5.5,True
2023-01-09 22:00:00,11.88,65.9,10.68,0.0,5.72,True
2023-01-09 23:00:00,10.89,69.4,9.69,0.0,5.79,True
2023-01-10 00:00:00,9.83,79.5,8.63,0.0,4.03,True
2023-01-10 01:00:00,9.35,81.8,8.15,0.0,4.95,True
2023-01-10 02:00:00,8.56,82.1,7.36,0.0,2.0,True
2023-01-10 03:00:00,7.94,80.4,6.74,0.0,2.59,True
2023-01-10 04:00:00,7.91,81.1,6.71,0.0,26.46,True
2023-01-10 05:00:00,8.46,79.4,7.26,0.0,11.63,True
2023-01-10 06:00:00,9.34,71.8,8.14,0.0,9.52,True
2023-01-10 07:00:00,10.01,76.4,8.81,0.66,11.53,True
2023-01-10 08:00:00,11.41,75.0,10.21,0.0,7.3,True
2023-01-10 09:00:00,13.0,69.6,11.8,0.0,9.16,True
2023-01-10 10:00:00,15.54,72.8,15.54,0.0,7.74,True
2023-01-10 11:00:00,17.7,58.2,17.7,0.0,12.93,True
2023-01-10 12:00:00,18.58,56.5,18.58,0.0,16.11,True
2023-01-10 13:00:00,19.45,57.2,19.45,0.0,6.02,True
2023-01-10 14:00:00,19.54,55.9,19.54,0.0,4.85,True
2023-01-10 15:00:00,19.63,46.5,19.63,0.0,6.83,True
2023-01-10 16:00:00,19.71,56.6,19.71,0.0,6.16,True
2023-01-10 17:00:00,19.75,56.2,19.75,0.0,13.07,True
2023-01-10 18:00:00,18.63,48.7,18.63,0.0,9.63,True
2023-01-10 19:00:00,17.25,59.4,17.25,0.0,5.24,True
2023-01-10 20:00:00,15.06,59.8,15.06,0.0,27.19,True
2023-01-10 21:00:00,13.57,64.8,12.37,0.0,2.52,True
2023-01-10 22:00:00,11.67,64.9,10.47,0.0,14.39,True
2023-01-10 23:00:00,10.08,75.4,8.88,0.0,6.04,True
2023-01-11 00:00:00,8.49,83.9,7.29,0.0,7.62,True
2023-01-11 01:00:00,7.5,80.4,6.3,0.0,12.11,True
2023-01-11 02:00:00,6.17,72.5,4.97,0.0,2.0,True
2023-01-11 03:00:00,5.36,83.1,4.16,0.0,12.26,True
2023-01-11 04:00:00,6.39,81.0,5.19,0.0,15.66,True
2023-01-11 05:00:00,6.41,76.3,5.21,0.0,18.15,True
2023-01-11 06:00:00,6.88,80.2,5.68,0.0,5.73,True
2023-01-11 07:00:00,8.84,79.7,7.64,0.0,14.42,True
2023-01-11 08:00:00,11.43,70.3,10.23,0.53,16.74,True
2023-01-11 09:00:00,12.45,62.8,11.25,0.0,16.36,True
2023-01-11 10:00:00,13.86,57.7,12.66,0.0,10.68,True
2023-01-11 11:00:00,15.5,59.6,15.5,0.0,18.61,True
2023-01-11 12:00:00,17.51,58.5,17.51,0.0,29.6,True
2023-01-11 13:00:00,18.16,54.6,18.16,0.0,9.34,True
2023-01-11 14:00:00,18.79,52.2,18.79,0.0,5.97,True
2023-01-11 15:00:00,19.47,56.3,19.47,0.0,11.03,True
2023-01-11 16:00:00,19.61,56.0,19.61,0.0,7.3,True
2023-01-11 17:00:00,19.02,56.0,19.02,0.0,6.75,True
2023-01-11 18:00:00,18.17,60.4,18.17,0.0,24.17,True
2023-01-11 19:00:00,16.53,57.2,16.53,0.0,7.92,True
2023-01-11 20:00:00,15.13,58.7,15.13,0.0,7.75,True
2023-01-11 21:00:00,13.59,64.5,12.39,0.0,6.82,True
2023-01-11 22:00:00,12.22,67.9,11.02,0.0,11.89,True
2023-01-11 23:00:00,10.58,65.6,9.38,0.0,13.68,True
2023-01-12 00:00:00,9.51,74.7,8.31,0.0,20.12,True
2023-01-12 01:00:00,8.91,83.8,7.71,0.0,4.81,True
2023-01-12 02:00:00,8.27,84.3,7.07,0.0,19.78,True
2023-01-12 03:00:00,8.08,84.0,6.88,0.0,5.49,True
2023-01-12 04:00:00,8.15,82.3,6.95,0.0,4.72,True
2023-01-12 05:00:00,8.59,86.5,7.39,0.0,8.69,True
2023-01-12 06:00:00,9.1,74.6,7.9,0.0,5.08,True
2023-01-12 07:00:00,10.35,72.3,9.15,0.0,11.92,True
2023-01-12 08:00:00,11.65,77.4,10.45,0.0,6.67,True
2023-01-12 09:00:00,13.97,69.5,12.77,0.0,15.77,True
2023-01-12 10:00:00,16.08,63.0,16.08,0.0,13.05,True
2023-01-12 11:00:00,17.62,64.4,17.62,0.0,13.78,True
2023-01-12 12:00:00,18.53,57.4,18.53,0.0,11.31,True
2023-01-12 13:00:00,19.07,53.3,19.07,0.0,11.02,True
2023-01-12 14:00:00,20.24,51.4,20.24,0.0,6.33,True
2023-01-12 15:00:00,20.64,55.4,20.64,0.0,6.84,True
2023-01-12 16:00:00,20.73,55.0,20.73,0.0,7.02,True
2023-01-12 17:00:00,19.54,61.3,19.54,0.0,15.09,True
2023-01-12 18:00:00,19.09,56.0,19.09,0.0,11.84,True
2023-01-12 19:00:00,18.13,58.6,18.13,0.0,6.99,True
2023-01-12 20:00:00,16.31,68.8,16.31,0.0,9.76,True
2023-01-12 21:00:00,14.62,70.6,14.62,0.0,19.45,True
2023-01-12 22:00:00,13.21,70.9,12.01,0.0,2.0,True
2023-01-12 23:00:00,11.76,67.5,10.56,0.0,9.04,True
2023-01-13 00:00:00,10.32,73.6,9.12,0.0,9.94,True
2023-01-13 01:00:00,9.24,75.2,8.04,0.0,6.68,True
2023-01-13 02:00:00,8.42,81.2,7.22,0.0,3.6,True
2023-01-13 03:00:00,8.14,79.9,6.94,0.0,6.37,True
2023-01-13 04:00:00,8.77,88.2,7.57,0.0,5.65,True
2023-01-13 05:00:00,8.15,74.5,6.95,0.0,10.11,True
2023-01-13 06:00:00,8.88,74.2,7.68,0.0,5.92,True
2023-01-13 07:00:00,10.08,77.1,8.88,0.0,9.77,True
2023-01-13 08:00:00,11.55,75.0,10.35,0.0,22.15,True
2023-01-13 09:00:00,12.89,59.0,11.69,0.0,4.86,True
2023-01-13 10:00:00,13.72,58.8,12.52,0.0,16.58,True
2023-01-13 11:00:00,15.35,61.2,15.35,0.0,8.57,True
2023-01-13 12:00:00,17.37,64.5,17.37,0.0,2.0,True
2023-01-13 13:00:00,17.8,64.2,17.8,0.0,15.89,True
2023-01-13 14:00:00,18.9,53.2,18.9,0.0,15.68,True
2023-01-13 15:00:00,19.13,53.4,19.13,0.0,4.8,True
2023-01-13 16:00:00,19.08,50.8,19.08,0.0,11.98,True
2023-01-13 17:00:00,18.24,57.8,18.24,0.0,8.37,True
2023-01-13 18:00:00,17.36,63.3,17.36,0.0,10.67,True
2023-01-13 19:00:00,16.82,64.9,16.82,0.0,6.25,True
2023-01-13 20:00:00,15.74,63.0,15.74,0.0,5.14,True
2023-01-13 21:00:00,14.96,63.3,14.96,0.0,4.43,True
2023-01-13 22:00:00,13.89,70.3,12.69,0.0,18.35,True
2023-01-13 23:00:00,12.57,79.3,11.37,0.0,4.87,True
2023-01-14 00:00:00,11.9,75.3,10.7,0.0,11.88,True
2023-01-14 01:00:00,10.96,72.1,9.76,0.0,4.96,True
2023-01-14 02:00:00,10.48,79.7,9.28,0.0,29.85,True
2023-01-14 03:00:00,9.91,80.8,8.71,0.0,4.87,True
2023-01-14 04:00:00,9.9,74.5,8.7,0.0,4.77,True
2023-01-14 05:00:00,9.97,81.7,8.77,0.0,19.93,True
2023-01-14 06:00:00,11.09,80.8,9.89,0.0,7.95,True
2023-01-14 07:00:00,11.64,83.6,10.44,0.0,4.07,True
2023-01-14 08:00:00,13.23,67.6,12.03,0.0,8.93,True
2023-01-14 09:00:00,14.55,72.3,14.55,0.0,5.41,True
2023-01-14 10:00:00,16.47,69.6,16.47,0.0,32.8,True
2023-01-14 11:00:00,18.13,64.3,18.13,0.0,2.69,True
2023-01-14 12:00:00,20.05,55.1,20.05,0.0,13.47,True
2023-01-14 13:00:00,21.25,52.4,21.25,0.0,20.34,True
2023-01-14 14:00:00,21.2,55.3,21.2,0.0,14.46,True
2023-01-14 15:00:00,21.42,54.4,21.42,0.0,6.08,True
2023-01-14 16:00:00,20.81,51.9,20.81,0.0,17.02,True
2023-01-14 17:00:00,20.1,60.4,20.1,0.0,10.24,True
2023-01-14 18:00:00,19.86,55.6,19.86,0.0,13.12,True
2023-01-14 19:00:00,18.93,52.3,18.93,0.0,14.77,True
2023-01-14 20:00:00,17.23,62.2,17.23,0.0,4.68,True
2023-01-14 21:00:00,15.28,68.5,15.28,0.0,12.66,True
2023-01-14 22:00:00,13.73,71.6,12.53,0.0,14.21,True
2023-01-14 23:00:00,11.76,75.1,10.56,0.0,9.03,True
2023-01-15 00:00:00,10.16,82.9,8.96,0.0,6.03,True
2023-01-15 01:00:00,9.25,74.9,8.05,0.0,8.64,True
2023-01-15 02:00:00,8.99,79.4,7.79,0.0,23.82,True
2023-01-15 03:00:00,8.86,88.1,7.66,0.0,11.87,True
2023-01-15 04:00:00,7.95,73.9,6.75,0.0,9.55,True
2023-01-15 05:00:00,8.52,80.5,7.32,0.0,4.8,True
2023-01-15 06:00:00,9.35,83.7,8.15,0.0,16.84,True
2023-01-15 07:00:00,10.62,81.0,9.42,0.0,12.58,True
2023-01-15 08:00:00,12.59,75.6,11.39,0.0,7.2,True
2023-01-15 09:00:00,13.2,72.1,12.0,0.0,6.42,True
2023-01-15 10:00:00,14.47,61.6,14.47,0.0,4.3,True
2023-01-15 11:00:00,16.17,67.7,16.17,0.0,12.89,True
2023-01-15 12:00:00,16.83,54.3,16.83,0.0,2.55,True
2023-01-15 13:00:00,18.49,52.1,18.49,0.0,13.18,True
2023-01-15 14:00:00,19.35,56.4,19.35,0.0,2.7,True
2023-01-15 15:00:00,20.02,52.1,20.02,0.0,8.22,True
2023-01-15 16:00:00,19.72,55.0,19.72,0.0,17.14,True
2023-01-15 17:00:00,19.6,57.0,19.6,0.0,2.18,True
2023-01-15 18:00:00,19.2,64.3,19.2,0.0,19.41,True
2023-01-15 19:00:00,18.14,61.6,18.14,0.0,6.32,True
2023-01-15 20:00:00,16.85,60.6,16.85,0.0,8.58,True
2023-01-15 21:00:00,15.44,69.3,15.44,0.0,6.33,True
2023-01-15 22:00:00,13.52,67.0,12.32,0.0,6.8,True
2023-01-15 23:00:00,11.98,77.4,10.78,0.0,5.17,True
2023-01-16 00:00:00,10.74,77.1,9.54,0.0,16.23,True
2023-01-16 01:00:00,9.84,81.0,8.64,0.0,13.89,True
2023-01-16 02:00:00,9.49,74.0,8.29,0.0,4.83,True
2023-01-16 03:00:00,8.67,72.9,7.47,0.0,11.97,True
2023-01-16 04:00:00,8.65,75.8,7.45,0.0,3.06,True
2023-01-16 05:00:00,9.66,87.7,8.46,0.0,10.5,True
2023-01-16 06:00:00,10.11,74.2,8.91,0.0,7.42,True
2023-01-16 07:00:00,10.85,79.1,9.65,0.0,12.41,True
2023-01-16 08:00:00,12.25,70.4,11.05,0.0,8.4,True
2023-01-16 09:00:00,14.05,68.4,14.05,0.0,15.08,True
2023-01-16 10:00:00,15.53,65.5,15.53,0.0,5.31,True
2023-01-16 11:00:00,17.48,68.8,17.48,0.0,14.21,True
2023-01-16 12:00:00,19.05,61.5,19.05,0.0,2.53,True
2023-01-16 13:00:00,20.35,58.2,20.35,0.0,10.0,True
2023-01-16 14:00:00,21.2,60.1,21.2,0.0,9.25,True
2023-01-16 15:00:00,22.38,51.5,22.38,0.0,5.47,True
2023-01-16 16:00:00,22.12,58.5,22.12,0.0,12.62,True
2023-01-16 17:00:00,20.75,58.9,20.75,0.0,13.28,True
2023-01-16 18:00:00,20.52,60.7,20.52,0.0,6.25,True
2023-01-16 19:00:00,19.13,59.2,19.13,0.0,7.41,True
2023-01-16 20:00:00,17.74,61.3,17.74,0.0,11.32,True
2023-01-16 21:00:00,16.7,63.1,16.7,0.0,3.01,True
2023-01-16 22:00:00,14.44,67.1,14.44,0.0,6.45,True
2023-01-16 23:00:00,12.42,70.1,11.22,0.97,6.76,True
2023-01-17 00:00:00,10.58,78.3,9.38,0.0,7.76,True
2023-01-17 01:00:00,9.22,78.5,8.02,0.0,14.56,True
2023-01-17 02:00:00,8.69,82.8,7.49,0.0,14.03,True
2023-01-17 03:00:00,8.55,83.9,7.35,0.0,5.17,True
2023-01-17 04:00:00,8.7,77.6,7.5,0.0,9.74,True
2023-01-17 05:00:00,8.55,76.4,7.35,0.0,11.0,True
2023-01-17 06:00:00,8.44,77.9,7.24,0.0,12.21,True
2023-01-17 07:00:00,9.63,73.1,8.43,0.0,4.14,True
2023-01-17 08:00:00,10.83,69.4,9.63,0.0,2.0,True
2023-01-17 09:00:00,12.54,76.2,11.34,0.0,25.73,True
2023-01-17 10:00:00,14.39,59.6,14.39,0.0,5.79,True
2023-01-17 11:00:00,15.92,70.3,15.92,0.0,8.82,True
2023-01-17 12:00:00,17.54,60.3,17.54,0.0,11.17,True
